,doc_id,category,filename,characters,words,sentences,avg_word_length,avg_sentence_length
4788,55103,talk.politics.guns,55103,1877,257,77,4.8599221789883265,3.3815789473684212
4789,55105,talk.politics.guns,55105,3478,637,97,4.156985871271585,6.546391752577319
4790,55115,talk.politics.guns,55115,2225,346,67,4.618497109826589,5.014925373134329
4791,55104,talk.politics.guns,55104,3031,515,90,4.520388349514563,5.674157303370786
4792,55118,talk.politics.guns,55118,1712,299,59,4.468227424749164,4.864406779661017
4793,55110,talk.politics.guns,55110,4738,851,110,4.2843713278495885,7.536363636363636
4794,55106,talk.politics.guns,55106,1862,271,81,4.546125461254612,3.3950617283950617
4795,55123,talk.politics.guns,55123,1379,206,63,4.587378640776699,3.5
4796,55117,talk.politics.guns,55117,1030,182,51,4.478021978021978,3.32
4797,55122,talk.politics.guns,55122,3733,667,87,4.256371814092954,7.883720930232558
4798,55113,talk.politics.guns,55113,993,171,39,4.146198830409356,4.17948717948718
4799,55107,talk.politics.guns,55107,1466,246,56,4.735772357723577,4.290909090909091
4800,55125,talk.politics.guns,55125,2607,425,71,4.3364705882352945,5.915492957746479
4801,55124,talk.politics.guns,55124,1456,257,76,4.221789883268483,3.2
4802,55098,talk.politics.guns,55098,1579,264,68,4.65530303030303,3.671641791044776
4803,55083,talk.politics.guns,55083,1923,324,87,4.453703703703703,3.471264367816092
4804,55087,talk.politics.guns,55087,6969,1251,159,4.218225419664269,7.6415094339622645
4805,55094,talk.politics.guns,55094,1679,281,81,4.5587188612099645,3.271604938271605
4806,55071,talk.politics.guns,55071,2088,378,92,4.349206349206349,3.9239130434782608
4807,55084,talk.politics.guns,55084,1514,220,46,4.786363636363636,4.5
4808,55073,talk.politics.guns,55073,1712,261,81,4.819923371647509,3.197530864197531
4809,55086,talk.politics.guns,55086,5103,844,112,4.457345971563981,7.875
4810,55097,talk.politics.guns,55097,2992,516,94,4.315891472868217,5.5
4811,55081,talk.politics.guns,55081,1533,257,82,4.587548638132295,3.0123456790123457
4812,55091,talk.politics.guns,55091,2362,389,118,4.4575835475578405,2.957627118644068
4813,55096,talk.politics.guns,55096,6681,1124,118,4.418149466192171,10.110169491525424
4814,55092,talk.politics.guns,55092,1620,264,87,4.545454545454546,3.057471264367816
4815,55095,talk.politics.guns,55095,1076,179,51,4.636871508379889,3.3137254901960786
4816,55077,talk.politics.guns,55077,5544,977,111,4.416581371545548,8.612612612612613
4817,55090,talk.politics.guns,55090,2338,378,84,4.468253968253968,4.120481927710843
4818,55074,talk.politics.guns,55074,2369,378,79,4.425925925925926,4.556962025316456
4819,55085,talk.politics.guns,55085,1408,190,51,5.168421052631579,3.627450980392157
4820,55089,talk.politics.guns,55089,2340,389,112,4.388174807197943,3.2767857142857144
4821,55065,talk.politics.guns,55065,1945,333,78,4.327327327327327,4.1923076923076925
4822,55100,talk.politics.guns,55100,687,120,51,4.516666666666667,2.0980392156862746
4823,55059,talk.politics.guns,55059,2051,337,76,4.70919881305638,4.5
4824,55072,talk.politics.guns,55072,1002,165,85,4.8545454545454545,1.6666666666666667
4825,55070,talk.politics.guns,55070,1212,201,90,4.756218905472637,2.0224719101123596
4826,55066,talk.politics.guns,55066,2000,330,91,4.609090909090909,3.4615384615384617
4827,55063,talk.politics.guns,55063,1767,290,88,4.386206896551724,3.034090909090909
4828,55067,talk.politics.guns,55067,10044,1744,192,4.4661697247706424,9.286458333333334
4829,55069,talk.politics.guns,55069,3148,526,104,4.5494296577946765,5.0
4830,55079,talk.politics.guns,55079,1984,335,77,4.561194029850746,4.246753246753247
4831,55068,talk.politics.guns,55068,2139,362,100,4.533149171270718,3.42
4832,55075,talk.politics.guns,55075,1424,236,75,4.639830508474576,3.0945945945945947
4833,55062,talk.politics.guns,55062,863,148,61,4.506756756756757,2.183333333333333
4834,55078,talk.politics.guns,55078,1592,271,90,4.523985239852398,2.865168539325843
4835,55076,talk.politics.guns,55076,2528,433,100,4.535796766743649,4.22
4836,55064,talk.politics.guns,55064,1551,239,85,4.502092050209205,2.7261904761904763
4837,55080,talk.politics.guns,55080,2409,401,83,4.56857855361596,4.987804878048781
4838,55034,talk.politics.guns,55034,1314,217,97,4.788018433179723,2.0
4839,54912,talk.politics.guns,54912,1053,184,49,4.532608695652174,3.63265306122449
4840,54899,talk.politics.guns,54899,1043,187,54,4.342245989304812,3.314814814814815
4841,55052,talk.politics.guns,55052,1815,306,77,4.437908496732026,3.7532467532467533
4842,54896,talk.politics.guns,54896,2234,385,98,4.290909090909091,3.7244897959183674
4843,55039,talk.politics.guns,55039,2009,297,26,5.198653198653199,11.64
4844,54950,talk.politics.guns,54950,5986,1070,125,4.363551401869159,8.32258064516129
4845,55036,talk.politics.guns,55036,3984,688,103,4.465116279069767,6.5588235294117645
4846,55040,talk.politics.guns,55040,1942,368,79,3.891304347826087,4.455696202531645
4847,54893,talk.politics.guns,54893,1361,229,76,4.497816593886463,2.8289473684210527
4848,55054,talk.politics.guns,55054,2088,334,75,4.778443113772455,4.386666666666667
4849,55058,talk.politics.guns,55058,3010,483,130,4.41407867494824,3.5923076923076924
4850,55048,talk.politics.guns,55048,3684,649,74,4.328197226502311,8.616438356164384
4851,55037,talk.politics.guns,55037,2199,368,83,4.483695652173913,4.301204819277109
4852,54960,talk.politics.guns,54960,2802,462,63,4.662337662337662,7.238095238095238
4853,54952,talk.politics.guns,54952,3216,595,88,4.13109243697479,6.079545454545454
4854,55055,talk.politics.guns,55055,1049,176,55,4.579545454545454,3.0555555555555554
4855,54947,talk.politics.guns,54947,1208,204,72,4.647058823529412,2.6619718309859155
4856,55041,talk.politics.guns,55041,1811,277,78,4.5234657039711195,3.41025641025641
4857,54958,talk.politics.guns,54958,3057,504,106,4.6646825396825395,4.613207547169812
4858,54951,talk.politics.guns,54951,784,138,60,4.456521739130435,2.1666666666666665
4859,54959,talk.politics.guns,54959,1421,244,68,4.55327868852459,3.338235294117647
4860,55051,talk.politics.guns,55051,2546,403,84,4.818858560794045,4.72289156626506
4861,55053,talk.politics.guns,55053,6558,1174,98,4.407155025553663,11.73469387755102
4862,54891,talk.politics.guns,54891,2363,398,99,4.261306532663316,3.9789473684210526
4863,54897,talk.politics.guns,54897,1017,168,61,4.630952380952381,2.5081967213114753
4864,55038,talk.politics.guns,55038,2932,467,112,4.4796573875803,3.982142857142857
4865,54956,talk.politics.guns,54956,924,158,54,4.474683544303797,2.8867924528301887
4866,54892,talk.politics.guns,54892,645,107,53,4.700934579439252,1.9245283018867925
4867,55050,talk.politics.guns,55050,5919,1029,138,4.429543245869777,7.231884057971015
4868,54957,talk.politics.guns,54957,1987,350,80,4.288571428571428,4.151898734177215
4869,55057,talk.politics.guns,55057,2331,392,68,4.604591836734694,5.455882352941177
4870,55056,talk.politics.guns,55056,3243,531,74,4.47834274952919,7.780821917808219
4871,54953,talk.politics.guns,54953,1699,264,104,4.621212121212121,2.4038461538461537
4872,54949,talk.politics.guns,54949,5966,1010,95,4.581188118811881,10.648936170212766
4873,55049,talk.politics.guns,55049,1384,251,76,4.147410358565737,2.986666666666667
4874,54906,talk.politics.guns,54906,1218,200,46,4.76,4.239130434782608
4875,55060,talk.politics.guns,55060,2364,402,123,4.485074626865671,3.139344262295082
4876,55061,talk.politics.guns,55061,1534,194,43,4.65979381443299,4.4186046511627906
4877,54955,talk.politics.guns,54955,6669,1101,140,4.413260672116258,8.315384615384616
4878,54954,talk.politics.guns,54954,2952,502,111,4.557768924302789,4.454545454545454
4879,54948,talk.politics.guns,54948,2963,492,110,4.4939024390243905,4.572727272727272
4880,54921,talk.politics.guns,54921,1381,208,50,4.644230769230769,3.98
4881,54915,talk.politics.guns,54915,1110,201,66,4.268656716417911,2.876923076923077
4882,54919,talk.politics.guns,54919,1208,212,75,4.466981132075472,2.56
4883,54942,talk.politics.guns,54942,1466,220,72,4.631818181818182,2.875
4884,54920,talk.politics.guns,54920,1209,208,73,4.5,2.671232876712329
4885,54916,talk.politics.guns,54916,2089,324,83,4.688271604938271,3.8674698795180724
4886,54917,talk.politics.guns,54917,990,166,69,4.728915662650603,2.1594202898550723
4887,54944,talk.politics.guns,54944,1562,302,51,3.9966887417218544,5.705882352941177
4888,54918,talk.politics.guns,54918,1019,169,67,4.704142011834319,2.283582089552239
4889,54943,talk.politics.guns,54943,8661,1621,208,3.782850092535472,6.9411764705882355
4890,54914,talk.politics.guns,54914,1830,296,85,4.425675675675675,3.607142857142857
4891,54898,talk.politics.guns,54898,1065,174,77,4.718390804597701,2.026315789473684
4892,54903,talk.politics.guns,54903,1088,199,52,4.21608040201005,3.4423076923076925
4893,54895,talk.politics.guns,54895,869,148,54,4.5608108108108105,2.537037037037037
4894,54910,talk.politics.guns,54910,1707,293,97,4.477815699658703,2.8645833333333335
4895,54908,talk.politics.guns,54908,1730,282,99,4.698581560283688,2.642857142857143
4896,54900,talk.politics.guns,54900,802,149,43,4.174496644295302,3.2093023255813953
4897,54879,talk.politics.guns,54879,579,98,45,4.530612244897959,1.8888888888888888
4898,54909,talk.politics.guns,54909,1447,242,99,4.586776859504132,2.2551020408163267
4899,54904,talk.politics.guns,54904,1356,234,89,4.448717948717949,2.375
4900,54894,talk.politics.guns,54894,1731,292,101,4.551369863013699,2.75
4901,54911,talk.politics.guns,54911,1946,307,94,4.4462540716612375,3.225806451612903
4902,54913,talk.politics.guns,54913,5370,918,120,4.22004357298475,7.516666666666667
4903,54905,talk.politics.guns,54905,3958,695,134,4.35251798561151,5.142857142857143
4904,54907,talk.politics.guns,54907,1273,186,60,4.655913978494624,3.05
4905,54886,talk.politics.guns,54886,2382,423,103,4.26241134751773,3.980392156862745
4906,54877,talk.politics.guns,54877,1606,276,59,4.445652173913044,4.5423728813559325
4907,54888,talk.politics.guns,54888,2714,448,79,4.658482142857143,5.487179487179487
4908,54889,talk.politics.guns,54889,1370,250,49,4.284,4.795918367346939
4909,54885,talk.politics.guns,54885,1469,231,66,5.017316017316017,3.1363636363636362
4910,54866,talk.politics.guns,54866,2745,471,74,4.532908704883227,5.972972972972973
4911,54887,talk.politics.guns,54887,1166,190,72,4.673684210526316,2.5774647887323945
4912,54876,talk.politics.guns,54876,1676,277,93,4.498194945848375,2.6847826086956523
4913,54884,talk.politics.guns,54884,1040,177,65,4.706214689265536,2.476923076923077
4914,54881,talk.politics.guns,54881,963,168,70,4.476190476190476,2.0142857142857142
4915,54871,talk.politics.guns,54871,1409,240,85,4.529166666666667,2.607142857142857
4916,54878,talk.politics.guns,54878,1856,308,74,4.4935064935064934,3.9864864864864864
4917,54870,talk.politics.guns,54870,3889,689,119,4.243831640058056,5.822033898305085
4918,54880,talk.politics.guns,54880,2111,357,72,4.605042016806722,4.944444444444445
4919,54869,talk.politics.guns,54869,1600,239,58,4.556485355648536,4.56140350877193
4920,54875,talk.politics.guns,54875,617,99,50,4.848484848484849,1.7551020408163265
4921,54874,talk.politics.guns,54874,1623,242,85,4.533057851239669,2.7058823529411766
4922,54872,talk.politics.guns,54872,2560,414,124,4.669082125603865,3.1774193548387095
4923,54867,talk.politics.guns,54867,2689,463,126,4.460043196544277,3.48
4924,54883,talk.politics.guns,54883,1678,249,61,5.232931726907631,3.7704918032786887
4925,54868,talk.politics.guns,54868,2076,298,74,4.674496644295302,4.342465753424658
4926,54873,talk.politics.guns,54873,2787,477,123,4.345911949685535,3.7398373983739837
4927,54882,talk.politics.guns,54882,2345,407,103,4.434889434889435,3.7281553398058254
4928,54890,talk.politics.guns,54890,1906,339,78,4.20353982300885,4.285714285714286
4929,55484,talk.politics.guns,55484,8744,1460,153,4.471917808219178,9.57516339869281
4930,55487,talk.politics.guns,55487,1147,174,61,4.264367816091954,2.6885245901639343
4931,55483,talk.politics.guns,55483,1420,233,74,4.759656652360515,3.1095890410958904
4932,55489,talk.politics.guns,55489,1139,192,52,4.5,3.4038461538461537
4933,55488,talk.politics.guns,55488,2017,359,77,4.272980501392758,4.2368421052631575
4934,55490,talk.politics.guns,55490,1820,302,111,4.625827814569536,2.518181818181818
4935,55476,talk.politics.guns,55476,1670,272,75,4.466911764705882,3.8666666666666667
4936,55253,talk.politics.guns,55253,1071,195,64,4.256410256410256,2.8253968253968256
4937,55263,talk.politics.guns,55263,4137,738,117,4.242547425474255,6.112068965517241
4938,55276,talk.politics.guns,55276,1410,234,67,4.388888888888889,3.393939393939394
4939,55268,talk.politics.guns,55268,3683,556,84,4.579136690647482,6.578313253012048
4940,55256,talk.politics.guns,55256,916,163,66,4.398773006134969,2.287878787878788
4941,55260,talk.politics.guns,55260,1698,284,74,4.401408450704225,3.6301369863013697
4942,55472,talk.politics.guns,55472,1543,267,71,4.299625468164794,3.507042253521127
4943,55252,talk.politics.guns,55252,1071,195,64,4.256410256410256,2.8253968253968256
4944,55426,talk.politics.guns,55426,1583,283,75,4.431095406360424,3.2666666666666666
4945,55425,talk.politics.guns,55425,5773,1031,131,4.245392822502425,7.694656488549619
4946,55278,talk.politics.guns,55278,2363,397,86,4.561712846347607,4.453488372093023
4947,55279,talk.politics.guns,55279,2413,403,75,4.52605459057072,5.213333333333333
4948,55471,talk.politics.guns,55471,1953,302,66,4.655629139072848,4.5
4949,55475,talk.politics.guns,55475,1001,168,36,4.773809523809524,4.571428571428571
4950,55470,talk.politics.guns,55470,3049,485,94,4.795876288659794,5.053191489361702
4951,55275,talk.politics.guns,55275,2701,464,107,4.443965517241379,4.245283018867925
4952,55467,talk.politics.guns,55467,2212,370,103,4.356756756756757,3.4466019417475726
4953,55274,talk.politics.guns,55274,1345,234,68,4.431623931623932,3.235294117647059
4954,55267,talk.politics.guns,55267,762,140,59,4.0,2.2586206896551726
4955,55254,talk.politics.guns,55254,1071,195,64,4.256410256410256,2.8253968253968256
4956,55482,talk.politics.guns,55482,1302,219,80,4.634703196347032,2.5316455696202533
4957,55280,talk.politics.guns,55280,3669,643,102,4.276827371695179,6.215686274509804
4958,55473,talk.politics.guns,55473,4045,726,131,4.15564738292011,5.3893129770992365
4959,55257,talk.politics.guns,55257,1071,195,64,4.256410256410256,2.8253968253968256
4960,55269,talk.politics.guns,55269,2192,337,68,4.501483679525222,4.867647058823529
4961,55474,talk.politics.guns,55474,1773,288,72,4.534722222222222,3.8472222222222223
4962,55277,talk.politics.guns,55277,2376,402,89,4.534825870646766,4.179775280898877
4963,55266,talk.politics.guns,55266,4755,826,108,4.437046004842615,7.462962962962963
4964,55469,talk.politics.guns,55469,2612,429,100,4.687645687645688,4.09
4965,55468,talk.politics.guns,55468,1337,227,53,4.546255506607929,4.0576923076923075
4966,55255,talk.politics.guns,55255,1071,195,64,4.256410256410256,2.8253968253968256
4967,55273,talk.politics.guns,55273,1518,258,60,4.647286821705427,4.066666666666666
4968,55265,talk.politics.guns,55265,2332,423,87,4.09692671394799,4.67816091954023
4969,55485,talk.politics.guns,55485,1984,339,119,4.442477876106195,2.6050420168067228
4970,55486,talk.politics.guns,55486,1380,236,69,4.584745762711864,3.1739130434782608
4971,55241,talk.politics.guns,55241,4206,751,115,4.275632490013316,6.182608695652174
4972,55249,talk.politics.guns,55249,3475,561,84,4.427807486631016,6.619047619047619
4973,55262,talk.politics.guns,55262,2152,345,99,4.834782608695652,3.212121212121212
4974,55258,talk.politics.guns,55258,4276,678,112,4.45575221238938,6.669642857142857
4975,55246,talk.politics.guns,55246,1714,273,64,4.626373626373627,4.265625
4976,55261,talk.politics.guns,55261,1065,191,54,4.392670157068062,3.339622641509434
4977,55259,talk.politics.guns,55259,5198,884,118,4.292986425339366,7.779661016949152
4978,55240,talk.politics.guns,55240,4251,668,85,4.991017964071856,7.682352941176471
4979,55270,talk.politics.guns,55270,1397,236,78,4.639830508474576,2.730769230769231
4980,55234,talk.politics.guns,55234,3518,626,85,4.338658146964856,7.247058823529412
4981,55264,talk.politics.guns,55264,943,154,55,4.785714285714286,2.6363636363636362
4982,55251,talk.politics.guns,55251,4089,707,101,4.297029702970297,6.84
4983,55126,talk.politics.guns,55126,2703,460,86,4.506521739130434,4.941860465116279
4984,55250,talk.politics.guns,55250,991,183,89,4.021857923497268,1.8314606741573034
4985,55239,talk.politics.guns,55239,1955,331,84,4.480362537764351,3.9523809523809526
4986,55238,talk.politics.guns,55238,2905,481,104,4.48024948024948,4.711538461538462
4987,55272,talk.politics.guns,55272,2144,337,78,4.596439169139466,4.285714285714286
4988,55271,talk.politics.guns,55271,1701,258,44,4.2015503875969,5.883720930232558
4989,55232,talk.politics.guns,55232,3437,579,111,4.5164075993091535,5.018018018018018
4990,55248,talk.politics.guns,55248,2164,334,86,4.580838323353293,3.8488372093023258
4991,55235,talk.politics.guns,55235,967,158,60,4.2594936708860756,2.533333333333333
4992,55236,talk.politics.guns,55236,1719,290,98,4.7,2.683673469387755
4993,55233,talk.politics.guns,55233,3960,678,136,4.458702064896755,4.676470588235294
4994,55231,talk.politics.guns,55231,1586,280,69,4.367857142857143,3.8550724637681157
4995,55247,talk.politics.guns,55247,1605,248,62,4.798387096774194,3.725806451612903
4996,55120,talk.politics.guns,55120,943,170,59,4.3,2.7241379310344827
4997,58087,sci.med,58087,670,123,61,4.186991869918699,1.8833333333333333
4998,58095,sci.med,58095,2055,343,63,4.192419825072887,5.222222222222222
4999,58097,sci.med,58097,1445,232,49,4.224137931034483,4.510204081632653
5000,58099,sci.med,58099,1615,286,66,4.356643356643357,4.015151515151516
5001,58088,sci.med,58088,757,137,48,4.299270072992701,2.6808510638297873
5002,58085,sci.med,58085,928,173,41,4.179190751445087,3.95
5003,58063,sci.med,58063,891,140,42,4.921428571428572,3.0
5004,58079,sci.med,58079,968,171,55,4.47953216374269,2.890909090909091
5005,58089,sci.med,58089,1834,325,72,4.292307692307692,4.458333333333333
5006,58071,sci.med,58071,836,144,60,4.555555555555555,2.216666666666667
5007,58064,sci.med,58064,992,159,34,4.911949685534591,4.088235294117647
5008,58062,sci.med,58062,1092,168,57,4.6726190476190474,2.982456140350877
5009,58080,sci.med,58080,906,151,48,4.642384105960265,2.9375
5010,58081,sci.med,58081,1561,258,58,4.709302325581396,4.086206896551724
5011,58090,sci.med,58090,1970,326,77,4.588957055214724,4.1688311688311686
5012,58073,sci.med,58073,2306,388,69,4.597938144329897,5.391304347826087
5013,58077,sci.med,58077,1037,187,60,4.213903743315508,3.0
5014,58101,sci.med,58101,2201,353,53,4.994334277620396,6.415094339622642
5015,58094,sci.med,58094,1499,228,52,4.5394736842105265,4.134615384615385
5016,58086,sci.med,58086,971,175,45,4.314285714285714,3.6
5017,58082,sci.med,58082,1245,202,49,4.826732673267327,3.979591836734694
5018,58084,sci.med,58084,1542,230,48,4.547826086956522,4.854166666666667
5019,58078,sci.med,58078,1414,261,66,4.030651340996169,3.9692307692307693
5020,58096,sci.med,58096,1566,247,48,4.368421052631579,4.979166666666667
5021,58098,sci.med,58098,1251,224,48,4.294642857142857,4.354166666666667
5022,58092,sci.med,58092,1456,227,44,4.365638766519824,4.9772727272727275
5023,58065,sci.med,58065,2819,513,85,4.1988304093567255,5.694117647058824
5024,58093,sci.med,58093,1018,147,41,4.428571428571429,3.4390243902439024
5025,58083,sci.med,58083,2294,405,66,4.3580246913580245,5.696969696969697
5026,58091,sci.med,58091,1065,197,48,4.177664974619289,3.8541666666666665
5027,58100,sci.med,58100,2171,372,45,4.615591397849462,7.866666666666666
5028,58049,sci.med,58049,1729,268,69,4.272388059701493,3.782608695652174
5029,58069,sci.med,58069,2423,408,60,4.477941176470588,6.533333333333333
5030,58072,sci.med,58072,1809,303,64,4.686468646864687,4.609375
5031,58059,sci.med,58059,1552,242,49,4.198347107438017,5.0
5032,58067,sci.med,58067,1447,262,70,4.057251908396947,3.557142857142857
5033,58060,sci.med,58060,2777,403,75,4.54590570719603,5.466666666666667
5034,58050,sci.med,58050,1715,286,64,4.555944055944056,4.34375
5035,58056,sci.med,58056,869,144,57,4.659722222222222,2.43859649122807
5036,58061,sci.med,58061,1169,192,52,4.536458333333333,3.5
5037,58047,sci.med,58047,1247,208,61,4.615384615384615,3.3114754098360657
5038,58066,sci.med,58066,1256,218,53,4.477064220183486,4.0
5039,58058,sci.med,58058,1718,267,54,4.47565543071161,4.814814814814815
5040,58074,sci.med,58074,1417,218,53,4.743119266055046,3.8679245283018866
5041,58070,sci.med,58070,2015,339,64,4.592920353982301,5.078125
5042,58051,sci.med,58051,2204,386,74,4.432642487046632,5.094594594594595
5043,58068,sci.med,58068,1549,251,119,4.53784860557769,1.954954954954955
5044,57110,sci.med,57110,1847,300,50,4.843333333333334,5.7
5045,58076,sci.med,58076,1815,308,59,4.334415584415584,5.016949152542373
5046,58075,sci.med,58075,1667,295,65,4.379661016949153,4.523076923076923
5047,58048,sci.med,58048,610,111,44,4.36936936936937,2.4186046511627906
5048,58046,sci.med,58046,639,105,30,4.780952380952381,3.310344827586207
5049,58045,sci.med,58045,4854,850,112,4.456470588235294,7.205357142857143
5050,58054,sci.med,58054,1079,179,51,4.759776536312849,3.3529411764705883
5051,58043,sci.med,58043,1074,189,60,4.386243386243386,2.933333333333333
5052,58053,sci.med,58053,2082,340,75,4.944117647058824,4.1066666666666665
5053,58044,sci.med,58044,12886,1602,261,5.134831460674158,6.162698412698413
5054,58052,sci.med,58052,1738,272,67,4.944852941176471,3.742424242424242
5055,58057,sci.med,58057,1452,226,70,4.792035398230088,3.1
5056,58055,sci.med,58055,1164,210,52,4.247619047619048,3.8076923076923075
5057,58844,sci.med,58844,4295,727,126,4.570839064649244,5.76
5058,58837,sci.med,58837,662,121,52,4.24793388429752,2.2549019607843137
5059,58827,sci.med,58827,5353,903,93,4.681063122923588,9.365591397849462
5060,58835,sci.med,58835,1583,272,79,4.5,3.2278481012658227
5061,58826,sci.med,58826,2894,465,89,4.864516129032258,4.966292134831461
5062,58839,sci.med,58839,1844,329,71,4.0638297872340425,4.464788732394366
5063,58833,sci.med,58833,2901,513,101,4.395711500974659,4.801980198019802
5064,58841,sci.med,58841,1089,168,58,4.666666666666667,2.9655172413793105
5065,58809,sci.med,58809,1000,167,48,4.7844311377245505,3.2916666666666665
5066,58831,sci.med,58831,2852,496,110,4.512096774193548,4.218181818181818
5067,58821,sci.med,58821,801,147,52,4.204081632653061,2.6862745098039214
5068,58842,sci.med,58842,1436,267,72,4.157303370786517,3.4027777777777777
5069,58836,sci.med,58836,2217,380,100,4.294736842105263,3.5757575757575757
5070,58802,sci.med,58802,1086,195,56,4.174358974358975,3.3636363636363638
5071,58832,sci.med,58832,1749,273,72,4.472527472527473,3.625
5072,58815,sci.med,58815,2240,308,75,4.490259740259741,4.213333333333333
5073,58840,sci.med,58840,1319,221,68,4.683257918552036,3.0588235294117645
5074,58829,sci.med,58829,2818,489,84,4.460122699386503,5.746987951807229
5075,58838,sci.med,58838,3337,631,59,4.091917591125198,10.40677966101695
5076,58803,sci.med,58803,1995,342,63,4.435672514619883,5.190476190476191
5077,58843,sci.med,58843,2592,450,111,4.4911111111111115,3.8181818181818183
5078,58834,sci.med,58834,3519,608,110,4.409539473684211,5.4363636363636365
5079,58830,sci.med,58830,1560,260,53,4.6692307692307695,4.528301886792453
5080,58846,sci.med,58846,1625,259,62,4.822393822393822,3.9516129032258065
5081,58849,sci.med,58849,3895,635,121,4.7779527559055115,5.108333333333333
5082,58824,sci.med,58824,5238,714,92,5.411764705882353,7.728260869565218
5083,58819,sci.med,58819,1464,258,69,4.441860465116279,3.5441176470588234
5084,58820,sci.med,58820,2233,401,67,4.334164588528679,5.666666666666667
5085,58813,sci.med,58813,2026,325,67,4.64,4.791044776119403
5086,58807,sci.med,58807,1173,213,51,4.253521126760563,3.9607843137254903
5087,58812,sci.med,58812,1577,256,76,4.8828125,3.1578947368421053
5088,58810,sci.med,58810,2486,416,98,4.555288461538462,3.9278350515463916
5089,58816,sci.med,58816,1512,253,89,4.683794466403162,2.5842696629213484
5090,58823,sci.med,58823,1558,260,66,4.665384615384616,3.8153846153846156
5091,58808,sci.med,58808,1506,249,60,4.477911646586345,3.966666666666667
5092,58811,sci.med,58811,1281,225,64,4.373333333333333,3.360655737704918
5093,58818,sci.med,58818,3406,549,102,4.870673952641166,5.2772277227722775
5094,58817,sci.med,58817,2477,429,87,4.421911421911422,5.068965517241379
5095,58814,sci.med,58814,1262,232,49,4.2155172413793105,4.530612244897959
5096,58822,sci.med,58822,1721,301,107,4.249169435215947,2.542056074766355
5097,58825,sci.med,58825,917,154,56,4.662337662337662,2.607142857142857
5098,58828,sci.med,58828,1501,271,76,4.228782287822878,3.3866666666666667
5099,58783,sci.med,58783,1513,241,84,4.829875518672199,2.819277108433735
5100,58788,sci.med,58788,4443,701,81,5.057061340941512,8.407407407407407
5101,58794,sci.med,58794,948,122,42,4.811475409836065,2.9047619047619047
5102,58791,sci.med,58791,2979,484,104,4.648760330578512,4.644230769230769
5103,58779,sci.med,58779,1652,267,89,4.7790262172284645,2.852272727272727
5104,58785,sci.med,58785,2665,475,105,4.28,4.380952380952381
5105,58796,sci.med,58796,1999,352,52,4.480113636363637,6.4423076923076925
5106,58800,sci.med,58800,1595,232,77,4.620689655172414,2.909090909090909
5107,58792,sci.med,58792,5270,831,114,5.031287605294826,7.230088495575221
5108,58798,sci.med,58798,2708,445,107,4.393258426966292,4.130841121495327
5109,58789,sci.med,58789,1514,276,76,4.144927536231884,3.539473684210526
5110,58797,sci.med,58797,943,146,50,5.184931506849315,2.66
5111,58777,sci.med,58777,817,136,42,4.551470588235294,3.0476190476190474
5112,58784,sci.med,58784,1866,322,99,4.524844720496894,3.01010101010101
5113,58787,sci.med,58787,1861,303,95,4.745874587458746,3.0106382978723403
5114,58795,sci.med,58795,1144,161,53,4.583850931677019,2.981132075471698
5115,58806,sci.med,58806,834,132,36,4.9772727272727275,3.4444444444444446
5116,58805,sci.med,58805,1096,195,42,4.348717948717948,4.536585365853658
5117,58768,sci.med,58768,1671,269,47,4.382899628252788,5.340425531914893
5118,58790,sci.med,58790,756,134,54,4.3059701492537314,2.2264150943396226
5119,58799,sci.med,58799,1979,334,95,4.586826347305389,3.231578947368421
5120,58781,sci.med,58781,2936,493,118,4.452332657200811,4.0
5121,58770,sci.med,58770,1016,160,47,4.85625,3.148936170212766
5122,58793,sci.med,58793,2675,467,71,4.36830835117773,6.314285714285714
5123,58778,sci.med,58778,3967,664,93,4.719879518072289,7.163043478260869
5124,58786,sci.med,58786,1021,170,35,4.723529411764706,4.4
5125,58801,sci.med,58801,1521,254,60,4.330708661417323,4.083333333333333
5126,58804,sci.med,58804,1667,302,68,4.231788079470198,4.348484848484849
5127,58769,sci.med,58769,474,78,35,4.82051282051282,1.9714285714285715
5128,58773,sci.med,58773,1212,181,51,4.447513812154696,3.411764705882353
5129,58149,sci.med,58149,1815,285,88,4.656140350877193,3.0689655172413794
5130,58719,sci.med,58719,3554,588,99,4.744897959183674,5.707070707070707
5131,58771,sci.med,58771,1307,210,59,4.8238095238095235,3.3728813559322033
5132,58760,sci.med,58760,1460,254,49,4.3858267716535435,4.8979591836734695
5133,58763,sci.med,58763,1376,229,62,4.737991266375546,3.3870967741935485
5134,58767,sci.med,58767,1411,230,59,4.782608695652174,3.694915254237288
5135,58774,sci.med,58774,1932,344,89,4.40406976744186,3.6931818181818183
5136,58148,sci.med,58148,1334,219,62,4.71689497716895,3.370967741935484
5137,58775,sci.med,58775,2009,329,77,4.714285714285714,4.207792207792208
5138,58150,sci.med,58150,3101,505,86,4.788118811881188,5.604651162790698
5139,58764,sci.med,58764,3000,472,68,5.069915254237288,6.573529411764706
5140,58776,sci.med,58776,3053,496,103,4.69758064516129,4.852941176470588
5141,58766,sci.med,58766,7958,1021,68,5.35847208619001,14.0
5142,58772,sci.med,58772,1722,307,67,4.368078175895765,4.388059701492537
5143,58147,sci.med,58147,1021,184,53,4.320652173913044,3.3461538461538463
5144,58765,sci.med,58765,2241,361,60,4.457063711911357,5.866666666666666
